latitude,longitude,feet,meters,kmh,kts,mph,fpm,ms,heading,squawk,timestamp,ems
55.188583,73.763901,13575,4138,437.1,236,271.6,1088,5.5,88,6153,1694483879,None
55.189728,73.824211,14100,4298,440.8,238,273.9,960,4.9,88,6153,1694483910,None
55.190842,73.883224,14500,4420,448.2,242,278.5,768,3.9,87,6153,1694483941,None
55.191925,73.943398,14875,4534,457.4,247,284.2,768,3.9,88,6153,1694483971,None
55.192978,74.00528,15300,4663,459.3,248,285.4,896,4.6,88,6153,1694484003,None
55.194077,74.067482,15675,4778,463,250,287.7,704,3.6,88,6153,1694484033,None
55.195171,74.130165,16050,4892,466.7,252,290,640,3.3,88,6153,1694484064,None
55.196198,74.194832,16400,4999,474.1,256,294.6,640,3.3,88,6153,1694484096,None
55.197174,74.258842,16775,5113,474.1,256,294.6,704,3.6,88,6153,1694484127,None
55.198151,74.323158,17125,5220,474.1,256,294.6,576,2.9,88,6153,1694484158,None
55.199081,74.38868,17475,5326,477.8,258,296.9,640,3.3,88,6153,1694484189,None
55.199966,74.452179,17775,5418,481.5,260,299.2,640,3.3,88,6153,1694484220,None
55.200897,74.518242,18000,5486,479.7,259,298.1,0,0,88,6153,1694484251,None
55.201767,74.582947,18000,5486,481.5,260,299.2,0,0,88,6153,1694484283,None
55.202591,74.6483,18000,5486,481.5,260,299.2,0,0,88,6153,1694484314,None
55.203411,74.713356,18000,5486,481.5,260,299.2,0,0,88,6153,1694484345,None
55.204159,74.779106,18000,5486,481.5,260,299.2,0,0,88,6153,1694484376,None
55.20488,74.843475,18000,5486,483.4,261,300.4,0,0,89,6153,1694484406,None
55.205566,74.908661,18000,5486,483.4,261,300.4,0,0,88,6153,1694484438,None
55.206207,74.974365,18000,5486,483.4,261,300.4,0,0,88,6153,1694484469,None
55.206905,75.038536,18000,5486,483.4,261,300.4,0,0,88,6153,1694484499,None
55.207489,75.104233,18000,5486,483.4,261,300.4,0,0,89,6153,1694484530,None
55.208038,75.176376,18000,5486,485.2,262,301.5,0,0,89,6153,1694484564,None
55.208439,75.241867,18000,5486,485.2,262,301.5,0,0,89,6153,1694484595,None
55.208908,75.306999,18000,5486,485.2,262,301.5,0,0,89,6153,1694484626,None
55.209457,75.379059,18000,5486,485.2,262,301.5,0,0,89,6153,1694484660,None
55.209976,75.451019,18000,5486,485.2,262,301.5,0,0,89,6153,1694484694,None
55.210281,75.51622,18000,5486,483.4,261,300.4,0,0,89,6153,1694484725,None
55.21072,75.587349,18000,5486,485.2,262,301.5,0,0,89,6153,1694484759,None
55.211014,75.653793,18000,5486,483.4,261,300.4,0,0,89,6153,1694484790,None
55.211243,75.719635,18000,5486,485.2,262,301.5,0,0,89,6153,1694484822,None
55.211426,75.790962,18000,5486,483.4,261,300.4,0,0,89,6153,1694484855,None
55.211609,75.861725,18000,5486,485.2,262,301.5,0,0,89,6153,1694484889,None
55.211792,75.933464,18000,5486,483.4,261,300.4,0,0,89,6153,1694484923,None
55.211884,75.999176,18000,5486,483.4,261,300.4,0,0,89,6153,1694484954,None
55.211979,76.064011,18000,5486,485.2,262,301.5,0,0,90,6153,1694484985,None
55.211979,76.129181,18000,5486,485.2,262,301.5,0,0,90,6153,1694485016,None
55.211933,76.194847,18000,5486,483.4,261,300.4,0,0,90,6153,1694485047,None
55.211979,76.258598,18000,5486,483.4,261,300.4,0,0,90,6153,1694485077,None
55.211929,76.330421,18000,5486,481.5,260,299.2,0,0,90,6153,1694485111,None
55.211792,76.39521,18000,5486,481.5,260,299.2,0,0,90,6153,1694485142,None
55.211609,76.466301,18000,5486,481.5,260,299.2,0,0,90,6153,1694485176,None
55.211418,76.530678,18000,5486,483.4,261,300.4,0,0,90,6153,1694485207,None
55.211235,76.596016,18000,5486,485.2,262,301.5,0,0,90,6153,1694485237,None
55.210953,76.666512,18000,5486,485.2,262,301.5,64,0.3,90,6153,1694485271,None
55.210674,76.732841,18000,5486,488.9,264,303.8,0,0,90,6153,1694485302,None
55.2103,76.797348,18000,5486,490.8,265,305,64,0.3,90,6153,1694485332,None
55.20993,76.869507,18000,5486,490.8,265,305,0,0,90,6153,1694485366,None
55.209503,76.936447,18000,5486,492.6,266,306.1,0,0,90,6153,1694485397,None
55.209045,77.003006,18000,5486,494.5,267,307.3,0,0,90,6153,1694485428,None
55.208588,77.069336,18000,5486,503.7,272,313,-64,-0.3,90,6153,1694485459,None
55.208069,77.139168,18000,5486,520.4,281,323.4,0,0,90,6153,1694485490,None
55.207443,77.210136,18000,5486,531.5,287,330.3,0,0,90,6153,1694485521,None
55.206757,77.283165,18000,5486,538.9,291,334.9,0,0,90,6153,1694485552,None
55.206066,77.357979,18000,5486,542.6,293,337.2,0,0,90,7700,1694485584,None
55.205368,77.431557,18000,5486,546.3,295,339.5,0,0,90,7700,1694485615,None
55.204559,77.506042,18000,5486,548.2,296,340.6,0,0,91,7700,1694485646,None
55.203552,77.587532,18000,5486,550,297,341.8,0,0,91,7700,1694485680,None
55.202621,77.666763,18000,5486,553.7,299,344.1,0,0,91,7700,1694485713,None
55.201721,77.739502,18000,5486,555.6,300,345.2,0,0,91,7700,1694485744,None
55.200806,77.815498,18000,5486,557.5,301,346.4,0,0,91,7700,1694485775,None
55.199734,77.893066,18000,5486,557.5,301,346.4,0,0,91,7700,1694485806,None
55.1987,77.969086,18000,5486,559.3,302,347.5,0,0,91,7700,1694485838,None
55.197502,78.049873,18000,5486,563,304,349.8,0,0,91,7700,1694485871,None
55.196102,78.130936,18000,5486,566.7,306,352.1,0,0,91,7700,1694485904,None
55.194847,78.207756,18000,5486,568.6,307,353.3,0,0,91,7700,1694485935,None
55.19339,78.291237,18000,5486,568.6,307,353.3,0,0,91,7700,1694485968,None
55.191925,78.374283,18000,5486,572.3,309,355.6,0,0,91,7700,1694486002,None
55.190517,78.447876,18000,5486,572.3,309,355.6,0,0,92,7700,1694486033,None
55.188812,78.535202,17825,5433,572.3,309,355.6,-576,-2.9,91,7700,1694486066,None
55.187347,78.610649,17450,5319,568.6,307,353.3,-960,-4.9,92,7700,1694486097,None
55.185654,78.692406,16875,5144,555.6,300,345.2,-960,-4.9,92,7700,1694486130,None
55.184185,78.765648,16375,4991,551.9,298,342.9,-1024,-5.2,92,7700,1694486160,None
55.182419,78.845795,16000,4877,548.2,296,340.6,-64,-0.3,92,7700,1694486194,None
55.180603,78.924866,16000,4877,551.9,298,342.9,64,0.3,92,7700,1694486227,None
55.178879,78.997856,16000,4877,551.9,298,342.9,0,0,92,7700,1694486257,None
55.177002,79.078377,16000,4877,553.7,299,344.1,0,0,92,7700,1694486291,None
55.175014,79.158661,16000,4877,551.9,298,342.9,0,0,92,7700,1694486324,None
55.173107,79.231903,16000,4877,553.7,299,344.1,0,0,92,7700,1694486354,None
55.171059,79.312218,15675,4778,520.4,281,323.4,-1280,-6.5,92,7700,1694486388,None
55.169449,79.376381,14925,4549,457.4,247,284.2,-2048,-10.4,92,7700,1694486419,None
55.167892,79.439796,13700,4176,431.5,233,268.1,-2368,-12,92,7700,1694486452,None
55.166245,79.501511,12325,3757,420.4,227,261.2,-2560,-13,93,7700,1694486485,None
55.164963,79.514359,12050,3673,422.3,228,262.4,-2432,-12.4,103,7700,1694486492,None
55.163864,79.519691,11925,3635,422.3,228,262.4,-2112,-10.7,111,7700,1694486495,None
55.162632,79.524788,11825,3604,420.4,227,261.2,-2048,-10.4,114,7700,1694486498,None
55.162167,79.526367,11800,3597,420.4,227,261.2,-2048,-10.4,115,7700,1694486499,None
55.160019,79.533905,11625,3543,416.7,225,258.9,-2368,-12,117,7700,1694486504,None
55.158554,79.538513,11500,3505,416.7,225,258.9,-2560,-13,118,7700,1694486507,None
55.156536,79.544426,11325,3452,416.7,225,258.9,-2752,-14,121,7700,1694486510,None
55.154663,79.549255,11175,3406,418.6,226,260.1,-2688,-13.7,124,7700,1694486513,None
55.152878,79.553535,11050,3368,420.4,227,261.2,-2560,-13,126,7700,1694486517,None
55.151093,79.557899,10950,3338,420.4,227,261.2,-2496,-12.7,125,7700,1694486519,None
55.14917,79.562668,10775,3284,418.6,226,260.1,-2496,-12.7,125,7700,1694486523,None
55.140793,79.583992,10175,3101,414.8,224,257.8,-2560,-13,130,7700,1694486538,None
55.137863,79.589485,10050,3063,420.4,227,261.2,-2560,-13,136,7700,1694486541,None
55.135727,79.592705,9900,3018,422.3,228,262.4,-2560,-13,136,7700,1694486544,None
55.132553,79.596352,9775,2979,426,230,264.7,-2432,-12.4,148,7700,1694486547,None
55.129669,79.599182,9650,2941,426,230,264.7,-2304,-11.7,151,7700,1694486551,None
55.126602,79.602165,9525,2903,424.1,229,263.5,-2304,-11.7,151,7700,1694486554,None
55.124878,79.603935,9450,2880,422.3,228,262.4,-2432,-12.4,150,7700,1694486556,None
55.113052,79.629395,8650,2637,398.2,215,247.4,-2560,-13,110,7700,1694486575,None
55.111954,79.638603,8450,2576,392.6,212,244,-2048,-10.4,95,7700,1694486581,None
55.112125,79.648216,8275,2522,388.9,210,241.7,-1600,-8.1,83,7700,1694486586,None
55.113831,79.658394,8150,2484,387.1,209,240.5,-960,-4.9,69,7700,1694486592,None
55.116405,79.666023,8075,2461,394.5,213,245.1,-1216,-6.2,57,7700,1694486598,None
55.120083,79.673103,7925,2416,401.9,217,249.7,-1600,-8.1,44,7700,1694486603,None
55.124832,79.678925,7750,2362,403.7,218,250.9,-2112,-10.7,30,7700,1694486609,None
55.129669,79.682625,7525,2294,409.3,221,254.3,-2816,-14.3,18,7700,1694486615,None
55.135864,79.684837,7225,2202,418.6,226,260.1,-3072,-15.6,9,7700,1694486620,None
